PROJECT_ID,PROJECT_NAME,PROJECT_DESCRIPTION,ESTIMATED_COST,UPDATE_ACTIVITY,ENVIRONMENTAL_ASSESSMENT_STAGE,CONSTRUCTION_TYPE,CONSTRUCTION_SUBTYPE,PROJECT_TYPE,REGION,MUNICIPALITY,DEVELOPER,ARCHITECT,PROJECT_STATUS,PROJECT_STAGE,PROJECT_CATEGORY_NAME,PUBLIC_FUNDING_IND,PROVINCIAL_FUNDING,FEDERAL_FUNDING,MUNICIPAL_FUNDING,OTHER_PUBLIC_FUNDING,GREEN_BUILDING_IND,GREEN_BUILDING_DESC,CLEAN_ENERGY_IND,INDIGENOUS_IND,INDIGENOUS_NAMES,INDIGENOUS_AGREEMENT,CONSTRUCTION_JOBS,OPERATING_JOBS,STANDARDIZED_START_DATE,STANDARDIZED_COMPLETION_DATE,LATITUDE,LONGITUDE,LATITUDE_DMS,LONGITUDE_DMS,TELEPHONE,PROJECT_WEBSITE,FIRST_ENTRY_DATE,LAST_UPDATE
4843,Stewart Creek Wind Project,Proposed 200 MW wind farm located 60 km east of the existing  Dokie Wind Farm Project was selected for a power purchase agreement in the 2024 BC Hydro clean call for power.,,,,Infrastructure,Utilities,Utilities,8. Northeast,Fort St. John,Innergex Renewable Energy,,Proposed,,Utilities (incl sewage treatment),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,West Moberly First Nation,,150,,,2030-Q4,,,,,,,2024-12-01,2025-03-01
4841,Nilhts’I Ecoener Project,Proposed 140 MW wind farm has been selected for a power purchase agreement in the 2024 BC Hydro clean call for power.,,,,Infrastructure,Utilities,Utilities,5. Cariboo,Prince George,Nilhts’I Ecoener Energy Corp,,Proposed,,Utilities (incl sewage treatment),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,Lheidli T´enneh,,,,,2030-Q4,,,,,,,2024-12-01,2025-03-01
4845,Sussex Condominiums,Proposed 355-unit development of a 21-storey condominium located at 1340 Sussex St.,65,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Victoria,Intracorp Developments,,Proposed,Preliminary/Feasibility,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 801-7000,,2024-12-01,2025-03-01
4839,Mount Mabel Wind Project,Proposed 143 MW wind farm has been selected for a power purchase agreement in the 2024 BC Hydro clean call for power.,,,,Infrastructure,Utilities,Utilities,3. Thompson-Okanagan,Logan Lake,Capstone Infrastructure Corp.,,Proposed,,Utilities (incl sewage treatment),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,Lower Nicola Indian Band,,,,,2030-Q4,,,,,,,2024-12-01,2025-03-01
4850,Vivere by Solterra,Development of a 16-storey condominium with 175 units located at 15202 Guilford Drive.,38,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Surrey,Solterra Development,Raffi Architecture,Proposed,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2027-Q4,,,,,(604) 528-6010,,2024-12-01,2025-03-01
4791,Surrey Memorial Hospital Renal Hemodialysis Unit,New renal hemodialysis unit located on the Surrey Memorial Hospital campus.,85,,,Institutional,Health,Health Care and Social Assistance,2. Mainland/Southwest,Surrey,Fraser Health Authority,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2025-Q4,,,,,(604) 581-1121,,2024-09-01,2025-03-01
4793,Kootenay Boundary Regional Hospital MRI Suite,"Proposed construction of a new state-of-the-art MRI suite located at the Kootenay Boundary Regional Hospital. Funding will be provided by Interior Health, West Kootenay Boundary Regional Hospital (KBRH) District and KBRH Health Foundation. The business plan has received approval.",36,,,Institutional,Health,Health Care and Social Assistance,4. Kootenay,Trail,Interior Health Authority,Stantec Architecture Ltd.,Proposed,Consultation/Approvals,Public Services,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2026-Q3,2028-Q3,,,,,(250) 354-3030,,2024-09-01,2025-03-01
4794,Smithers Long-term Care Home,Proposed 216-bed long-term care home will include replacement of 56 beds at Bulkley Valley Lodge.,,,,Institutional,Health,Health Care and Social Assistance,7. Nechako,Smithers,Northern Health Authority,,Proposed,Preliminary/Feasibility,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2028-Q2,2030-Q4,,,,,(250) 565-2649,,2024-09-01,2025-03-01
4795,Quesnel Long-term Care Home,Proposed 220-bed long-term care home will include replacement of 67 beds at Dunrovin Park Lodge.,,,,Institutional,Health,Health Care and Social Assistance,5. Cariboo,Quesnel,Northern Health Authority,,Proposed,Preliminary/Feasibility,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2026-Q4,2028-Q4,,,,,(250) 565-2649,,2024-09-01,2025-03-01
4797,UBC Student Housing Complex,"Redevelopment of the St. John's College site with 1,508 student beds (1,333 new graduate student beds and 175 replacement beds) in 5 buildings up to 18 stories. Project will include a 400-seat dining hall and a 37 space childcare facility. Funding will be provided by the provincial government ($300 million), and the University of British Columbia ($260 million).",560,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,University of British Columbia,,Proposed,Consultation/Approvals,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,LEED gold,FALSE,FALSE,,,,,2026-Q4,2029-Q3,,,,,(604) 731-3103,,2024-09-01,2025-03-01
4789,Long-term Care Home Replacement,Proposed replacement of the Cottage Worthington Pavillion with a 200-bed long-term care home.,211,,,Institutional,Health,Health Care and Social Assistance,2. Mainland/Southwest,Abbotsford,Fraser Health Authority,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q1,2028-Q4,,,,,(604) 450-7881,,2024-09-01,2025-03-01
4799,SFU Student Housing Phase 3,Development of an 8-storey building with space for 445 students and a 160-space childcare facility. The funding will be provided by the provincial government ($132.2 million) and Simon Fraser University ($55.4 million).,152,Project started construction,,Institutional,Education,Educational Services,2. Mainland/Southwest,Burnaby,Simon Fraser University,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q1,2027-Q4,,,,,(604) 291-4743,,2024-09-01,2025-03-01
4779,Smith Middle School,Proposed new 900 student middle school located on Willoughby site with future secondary school.,103,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Langley,School District 35,,Proposed,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q4,2027-Q3,,,,,(604) 534-7891,,2024-09-01,2025-03-01
4798,Camosun Student Housing,Development of a 429-bed student housing project located on the Lansdowne campus.,155,,,Institutional,Education,Educational Services,1. Vancouver Island/Coast,Victoria,Camosun College,,Proposed,Preliminary/Feasibility,Public Services,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,LEED Platinum,FALSE,FALSE,,,,,2025-Q3,2027-Q4,,,,,(250) 370-3602,,2024-09-01,2025-03-01
4796,Richmond Long-term Care Home,"Proposed 144-bed long-term care home will include replacement of 98 beds at Lions Manor-Fentiman Campus of Care, and a 37-space childcare facility.",178,,,Institutional,Health,Health Care and Social Assistance,2. Mainland/Southwest,Richmond,Vancouver Coastal Health,,Proposed,Consultation/Approvals,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2026-Q1,2027-Q4,,,,,(604) 736-2033,,2024-09-01,2025-03-01
4788,Diefenbaker Elementary School Replacement,Proposed elementary school replacement to accommodate 465 students and a neighbourhood learning centre.,53,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Richmond,School District 38,,Proposed,Consultation/Approvals,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,LEED gold,FALSE,FALSE,,,,,2026-Q1,2028-Q3,,,,,(604) 668-6000,,2024-09-01,2025-03-01
4787,Pitt Meadows Secondary School,"New 1,100 student secondary school will include a neighbourhood learning centre, theater space and a teaching kitchen for the community.",144,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Pitt Meadows,School District 42,,Proposed,Consultation/Approvals,Public Services,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,LEED gold,FALSE,FALSE,,,,,2026-Q2,2028-Q3,,,,,(604) 463-4200,,2024-09-01,2025-03-01
4785,Ladore Spillway Seismic Upgrade Project,This project is to replace the existing spillway gates system to address known seismic and reliability deficiencies at the Ladore dam.,373,,,Infrastructure,Utilities,Utilities,1. Vancouver Island/Coast,Campbell River,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2028-Q2,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2024-09-01,2025-03-01
4783,Nicomekl - Distribution Load Interconnection Project,"This project is to facilitate the interconnection of a customer's facility to BC Hydro's Nicomekl substation. Under BC Hydro's standard tariffs and policies, the customer is required to pay for a portion of this project's costs.",21,,,Infrastructure,Utilities,Utilities,2. Mainland/Southwest,Surrey,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2025-Q2,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2024-09-01,2025-03-01
4782,Fraser Valley (CBN and MLN) - Capacitive Reinforcement Project,The Fraser Valley CBN/MLN Capacitive Reinforcement project was initiated as part of the Contingency Plan filed by BC Hydro to the BCUC in April 2024 in response to the BCUC's Decision and Order G20-24 to the CPCN Application for the Lower Mainland Reactive Power Reinforcement project. This project will install shunt capacitor banks at Clayburn and McLellan substations.,48,,,Infrastructure,Utilities,Utilities,2. Mainland/Southwest,Surrey - Abbotsford,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2026-Q4,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2024-09-01,2025-03-01
4780,Smith Secondary School,"Proposed new 1,900 student secondary school located on Willoughby site with future middle school.",203,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Langley,School District 35,,Proposed,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q4,2027-Q3,,,,,(604) 534-7891,,2024-09-01,2025-03-01
4778,George Greenaway Elementary School Additions,Addition of 350 new student spaces in 14 prefabricated classrooms.,21,Project started construction,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,School District 36,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q1,2026-Q1,,,,,(604) 596-7733,,2024-09-01,2025-03-01
4792,Squamish Long-term Care Home,Proposed 5-storey long-term care home located at 42000 Loggers Lane. Project will replace 90 beds at Hilltop House and include a childcare facility.,286,,,Institutional,Health,Health Care and Social Assistance,2. Mainland/Southwest,Squamish,Vancouver Coastal Health,,Proposed,Consultation/Approvals,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2027-Q2,2030-Q4,49.726019,-123.140064,49° 43' 33.6684'' N,123° 8' 24.2304'' W,(604) 736-2033,,2024-09-01,2025-03-01
4800,SFU Medical School,Project to provide interim space for a new medical school with the redevelopment of current space at the SFU Surrey campus.,34,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,Simon Fraser University,,Proposed,Consultation/Approvals,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,2026-Q3,,,,,(604) 291-4743,,2024-09-01,2025-03-01
4781,Smith Athletic Park,"New facility with 3 playing fields in phase 1, and a covered playing field in phase 2. Park will include a dog park and playground and share use with nearby middle and high schools.",190,,,Commercial,Recreation,"Arts, Entertainment & Recreation",2. Mainland/Southwest,Langley,Langley Township,,Proposed,,Other Services,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 534-3211,,2024-09-01,2025-03-01
4813,Koen Condominium,Proposed 147-unit condominium and townhouse development at 7232 Mac Pherson Ave.,24,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Beedie Living,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2028-Q4,49.217949,-122.982809,49° 13' 4.6164'' N,122° 58' 58.1124'' W,,,2024-09-01,2025-03-01
4790,Delta Long-term Care Home,A 200 bed facility to replace the 92 bed Mountain View care home on the Delta Hospital site.,180,,,Institutional,Health,Health Care and Social Assistance,2. Mainland/Southwest,Delta,Fraser Health Authority,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q1,2029-Q1,,,,,(604) 581-1121,,2024-09-01,2025-03-01
4801,The Colton Affordable Housing,Construction of a 371-unit condominium in four 6-storey buildings located at 8539 201B St. The project will include 40 below market units through the BC Builds program.,202,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Langley,BC Housing/Tannin Developments Ltd.,,Construction started,,Residential/Commercial,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2027-Q4,49.133502,-122.663476,49° 8' 0.6072'' N,122° 39' 48.5136'' W,,,2024-09-01,2025-03-01
4818,Vine & West 49th Condominiums,Proposed 133-unit development in a 5-storey condominium located at Vine and West 49th.,,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Intracorp Developments,BHA Architecture Inc.,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 801-7000,,2024-09-01,2025-03-01
4817,Arbutus & West 34th Condominiums,Proposed 156-unit development in a 5-storey building located at Arbutus and West 34th St.,23,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Intracorp Developments,RWA Architecture Group,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 801-7000,,2024-09-01,2025-03-01
4816,Granville & West 47th Seniors Facility,"Proposed 208-unit seniors care home in a 6-storey building. The facility will provide 78 assisted living homes, 68 memory care homes, and 62 long-term care homes.",34,,,Residential,Primarily residential - Single use,Seniors Housing,2. Mainland/Southwest,Vancouver,Intracorp Developments,RH Architects,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q4,2026-Q2,,,,,(604) 801-7000,,2024-09-01,2025-03-01
4814,Symposia Condominium,Proposed 234-unit condominium in a 17-storey development located at 8955 University High St. .,45,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Mosaic Homes,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.278630,-122.911415,49° 16' 43.068'' N,122° 54' 41.094'' W,(604) 685-3888,,2024-09-01,2025-03-01
4819,2nd Grandview Heights Secondary,Site acquisition (2.73 hectares) for future 1500 capacity secondary.,44,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,School District 36,,Proposed,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 596-7733,,2024-09-01,2025-03-01
4812,Exeter Hall Condominium,Proposed 218-unit condominium located at Ross Drive and Gray Ave.,40,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Polygon Homes,,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 877-1131,,2024-09-01,2025-03-01
4811,Onyx Condominium,Proposed 260-unit highrise condominium located at 5969 Olive Ave.,50,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Polygon Homes,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2028-Q4,49.230948,-123.010035,49° 13' 51.4128'' N,123° 0' 36.126'' W,(604) 877-1131,,2024-09-01,2025-03-01
4810,Affordable Housing - 225 2nd St. E.,Construction of a 178-unit condominium on a pre-zoned site. Project will include below market units through the BC Builds program.,35,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,North Vancouver,BC Housing,,Proposed,Permitting,Residential/Commercial,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.310760,-123.074229,49° 18' 38.736'' N,123° 4' 27.2244'' W,,,2024-09-01,2025-03-01
4804,Affordable Housing - 27200 Block of Fraser Hwy.,Construction of a 100-unit condominium on a pre-zoned site. Project will include below market units through the BC Builds program.,20,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Langley,BC Housing/ Caliber Communities,,Proposed,Preliminary/Feasibility,Residential/Commercial,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,,2024-09-01,2025-03-01
4809,Affordable Housing - 1210 Seymour St.,Construction of a 112-unit condominium on a pre-zoned site. Project will include below market units through the BC Builds program.,20,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,BC Housing,,Proposed,Permitting,Residential/Commercial,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.276033,-123.125368,49° 16' 33.7188'' N,123° 7' 31.3248'' W,,,2024-09-01,2025-03-01
4820,Cameron Elementary Replacement,School replacement to increase capacity to 770 students.,68,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Burnaby,School District 41,,Proposed,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2026-Q2,2028-Q3,,,,,(604) 664-8441,,2024-09-01,2025-03-01
4808,Affordable Housing - 222 Cowichan Way,Construction of a 199-unit condominium on a pre-zoned site. Project will include below market units through the BC Builds program.,40,Project started construction,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Duncan,BC Housing,,Construction started,,Residential/Commercial,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q1,2026-Q2,48.773167,-123.703657,48° 46' 23.4012'' N,123° 42' 13.1652'' W,,,2024-09-01,2025-03-01
4807,Affordable Housing - 1475 Mount Fee Rd.,Development of 104 rental units two 4-storey condominiums. Project will include below market units through the BC Builds program ($12.7 million).,45,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Whistler,BC Housing/ Whistler Housing Authority,,Construction started,,Residential/Commercial,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2026-Q1,50.079127,-123.039431,50° 4' 44.8572'' N,123° 2' 21.9516'' W,,,2024-09-01,2025-03-01
4806,Affordable Housing - 3838 Hastings St.,"Development of a 161-unit rental condominium, a 74-space childcare facility and commercial space on the ground level.",35,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,BC Housing/ SUCCESS Affordable Housing Society,,Construction started,,Residential/Commercial,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2026-Q4,49.281041,-123.019327,49° 16' 51.7476'' N,123° 1' 9.5772'' W,,,2024-09-01,2025-03-01
