ID,Name,Sector,From Municipality,To Municipality,Location,Geometry,Cost,Stage,Schedule,Website,Related Links,Developer,Recently Added,Construction Contractor,Image Filename,Image Source,Details
1563,Museum Expansion,Tourism / Recreation,Nanton,,"(50.3473014831543, -113.77799987793)",,$6000000.00,Announced,,www.bombercommandmuseum.ca/,,Bomber Command Museum of Canada,false,,,,Museum expansion (new hangar)
1564,Calgary Stampede Enmax Park,Tourism / Recreation,Calgary,,"(51.0331802368164, -114.048522949219)",,$15000000.00,Announced,2014 - 2015,,,Calgary Exhibition and Stampede / ENMAX Corp.,false,,,,
1565,Peter Lougheed Leadership College,Institutional,Edmonton,,"(53.5260467529297, -113.517181396484)",,$35000000.00,Announced,2015 - 2017,http://uofa.ualberta.ca/peter-lougheed,"[{""url"":""http://www.edmontonsun.com/2015/02/23/peter-lougheed-leadership-college-now-accepting-applications"",""text"":""Feb 23, 2015 - Edmonton Sun""}]",University of Alberta,false,,,,
1569,"Water system installation, Beaver Mines",Infrastructure,M.D. of Pincher Creek No. 9,,"(49.4599990844727, -114.190002441406)",,$12000000.00,Announced,,,,MD of Pincher Creek,false,,https://farm9.staticflickr.com/8774/17082302635_d588d34ab3_b.jpg,"Hamlet of Beaver Mines, courtesy of MD of Pincher Creek.",
1573,Varscona Theatre Renovation,Commercial / Retail,Edmonton,,"(53.5192070007324, -113.495582580566)",,$7500000.00,Announced,2015 - 2016,www.varsconatheatre.com,,Varscona Theatre Alliance,false,PCL Construction,,,
1574,AGLC Distribution Centre,Infrastructure,St. Albert,,"(53.632999420166, -113.572998046875)",,$80000000.00,Under Construction,2014 - 2015,www.aglc.gov.ab.ca/news/newsarchive2014.asp,"[{""url"":""http://globalnews.ca/news/1432834/construction-kicks-off-on-massive-new-liquor-distribution-centre-in-alberta/"",""text"":""Jul 4, 2014 - Global News""}]",Alberta Gaming and Liquor Commission,false,,,,
1581,Edgewater on Jasper Apartment Towers,Residential,Edmonton,,"(53.5550003051758, -113.471000671387)",,$88200000.00,Under Construction,2013 - 2016,,,Regency Developments,false,,https://farm4.staticflickr.com/3933/15350483579_7559d4a065_b.jpg,Edgewater on Jasper Apartment Towers. 2014-10-13 Edgewater by Darren Kirby is licensed under CC BY 2.0.,
1583,Calgary Redstone Supportive Living Facility,Institutional,Calgary,,"(51.1688423156738, -113.958740234375)",,$41400000.00,Announced,2015 - 2016,,,Covenant Health,false,Manshield Construction,,,
1584,Seton Supportive Living Spaces,Institutional,Calgary,,"(50.8815116882324, -113.950164794922)",,$8600000.00,Under Construction,2014 - 2015,,,AgeCare Health Services Ltd.,false,,,,
1585,Shaganappi Pump Station Replacement,Infrastructure,Calgary,,"(51.0428047180176, -114.123443603516)",,$30000000.00,Announced,,,,City of Calgary,false,,,,
1590,Great Plains Recreation Facility,Tourism / Recreation,Calgary,,"(50.9852447509766, -113.956253051758)",,$24000000.00,Under Construction,2014 - 2016,www.calgary.ca/newreccentres,,City of Calgary,false,Graham Construction,https://farm9.staticflickr.com/8684/16165986383_4428b9158e_b.jpg,"Great Plains Recreation Facility, courtesy of the City of Calgary.",
1594,Timberstone Supportive Living Facility,Institutional,Red Deer,,"(52.273998260498, -113.759002685547)",,$7200000.00,Announced,2015 - 2016,www.cdlhomes.com/timberstonevillage/,,Christenson Communities / Laebon Homes,false,,,,
1595,Points West Supportive Living Facility,Institutional,Red Deer,,"(52.2926025390625, -113.840957641602)",,$22000000.00,Under Construction,2014 - 2015,,,Points West Living Inc.,false,Premier Building Solutions,https://farm8.staticflickr.com/7711/16896072909_1613299492_o.png,"Points West Supportive Living Facility , courtesy of Rockliff Pierzchajlo Architects and Planners Ltd.",
1603,Bowness Sanitary Offload Trunk,Infrastructure,Calgary,,"(51.0800018310547, -114.169998168945)",,$50000000.00,Under Construction,2015 - 2016,,,City of Calgary,false,,,,
1608,Aura II Apartment Tower,Residential,Calgary,,"(51.0419998168945, -114.083999633789)",,$41900000.00,Under Construction,2014 - 2016,www.cidexhomes.com,,Intergulf Development Group / Cidex Signature Homes,false,,,,
1610,Northern NGL Pipeline System Expansion Phase 2,Pipelines,Sturgeon County,Fort Saskatchewan,,"{""type"":""LineString"",""coordinates"":[[-113.486000061035,53.6729011535645,0.0],[-113.228813171387,53.6928405761719,0.0]]}",$415000000.00,Announced,2015 - 2016,http://www.pembina.com/about-us/projects/,"[{""url"":""http://www.pipelineandgasjournal.com/pembina-expand-ngl-and-crudecondensate-pipeline-capacity"",""text"":""Dec 2012 - Pipeline and Gas Journal""}]",Pembina Pipeline Corp.,false,,,,"This project aims to expand the natural gas liquids, crude oil, and condensate throughput capacity on the Northern Pipeline System by an additional 53,000 barrels per day. Installation four new pump stations, upgrades to three existing pump stations, reconfigure existing pipelines and add new pipeline from Judy Creek to Whitecourt, Namao to Fort Saskatchewan and Doe Creek to Spirit River."
1614,Albert Park Station Condominium Buildings,Residential,Calgary,,"(51.0419998168945, -113.997001647949)",,$43300000.00,Under Construction,2014 - 2015,http://albertparkstation.ca/,,Carlisle Group,false,,https://farm9.staticflickr.com/8662/16708197716_9a9471cbf8_b.jpg,"Albert Park Station Condominium Buildings, courtesy of Carlisle Group.",
1619,"Wild Rose Villa Renovation / Expansion, Boyle",Institutional,Athabasca County,,"(54.5875015258789, -112.806999206543)",,$11000000.00,Under Construction,2015 - 2016,www.greatnorthfoundation.ca/Lodge-WildroseVilla.html,,Greater North Foundation,false,APM Construction Services Ltd.,,,Expansion of the current facility plus a new housing complex.
1620,Remington YMCA / Quarry Park Recreation Centre,Tourism / Recreation,Calgary,,"(50.9620018005371, -114.00700378418)",,$43200000.00,Under Construction,2014 - 2016,www.calgary.ca/CSPS/Recreation/Pages/Research-and-development/About-the-new-Quarry-Park-recreation-facility.aspx,,City of Calgary,false,Bird Construction,https://farm8.staticflickr.com/7648/16760055626_c84ba2da24_b.jpg,"Remington YMCA / Quarry Park Recreation Centre, courtesy of the City of Calgary.",
1623,"Sulphur Facility Replacement, Strachan Gas Plant",Oil Sands,Clearwater County,,"(51.8870010375977, -115.667999267578)",,$40000000.00,Announced,2013 - 2015,,"[{""url"":""http://www.newswire.ca/en/story/1187691/keyera-announces-long-term-sulphur-services-agreement-and-facilities-expansion"",""text"":""Jun 20, 2013 - Newswire""}]",Keyara Corp.,false,Keyera Corp.,,,
1628,Victory and Venture Condo Apartments,Residential,Calgary,,"(51.0303497314453, -114.09886932373)",,$5300000.00,Under Construction,2014 - 2015,,,The Providence Group,false,,,,
1639,Windy Point Wind Farm,Power,M.D. of Pincher Creek No. 9,,"(49.6262550354004, -113.803314208984)",,$150000000.00,Announced,2015 - 2016,,,Alberta Wind Energy Corp. / Mainstream Renewable Power,false,,,,A 62MW facility. Planned construction start Decemeber 2015.
1640,Regional Water Line Project Phase 1,Pipelines,M.D. of Lesser Slave River No. 124,,"(55.2874984741211, -114.766998291016)",,$27000000.00,Announced,2014 - 2015,,,MD of Lesser Slave Lake,false,Alpha Construction,,,
1644,Biorefinery,Other Sectors,Drayton Valley,,"(53.2214889526367, -114.973823547363)",,$200000000.00,Announced,2014 - 2015,www.mascoma.ca,"[{""url"":""http://www.draytonvalleywesternreview.com/2013/07/01/bio-refinery-closer-to-reality-for-drayton-valley"",""text"":""Jul 1, 2014 - Drayton Valley Western Review""}]",Mascoma Alberta Drayton Valley,false,,,,
1645,"Youth Campus, Stampede Grounds",Tourism / Recreation,Calgary,,"(51.0340003967285, -114.055999755859)",,$30000000.00,Announced,2015 - 2016,,"[{""url"":""http://calgaryherald.com/news/local-news/stampede-adds-amphitheatre-to-youth-campus-plans"",""text"":""Oct 16, 2014 - Calgary Herald""}]",Calgary Exhibition and Stampede,false,,,,
1647,Telus Sky Mixed-Use Tower,Commercial / Retail and Residential,Calgary,,"(51.0466995239258, -114.065452575684)",,$400000000.00,Under Construction,2014 - 2017,http://telussky.com/,"[{""url"":""http://www.calgaryherald.com/entertainment/Telus+announces+plans+storey+tower+downtown+Calgary+with+video/8616228/story.html"",""text"":""Jul 3, 2013 - Calgary Herald""}]",Telus / Westbank / Allied Properties,false,,https://farm9.staticflickr.com/8771/17149785009_bc333f6d22_b.jpg,"Telus Sky Mixed-Use Tower, courtesy of Cushman & Wakefield.","Telus Sky will be a 59-storey development in downtown Calgary that will incorporate office space, retail stores, and luxury serviced residences."
1654,Highway 16 and Highway 47 Pave 787410,Infrastructure,Yellowhead County,Yellowhead County,,"{""type"":""LineString"",""coordinates"":[[-116.448028564453,53.576343536377,0.0],[-117.009002685547,53.173999786377,0.0]]}",$20500000.00,Announced,,,,Alberta Transportation,false,Knelsen Sand and Gravel Ltd.,,,Hwy 16 pave from W of Hwy 40 to Edson; Hwy 47 pave from south of MacLeod River to south of Hwy 16.
1659,Conklin Multiplex,Tourism / Recreation,Regional Municipality of Wood Buffalo,,"(55.6319999694824, -111.083999633789)",,$39000000.00,Announced,Commencing 2015,www.building-with-you.ca/capital-projects/conklin,,Regional Municipality of Wood Buffalo,false,,,,"Office/administration areas to accommodate RCMP, medical offices and emergency supplies; indoor ice surface with spectator seating; gymnasium/banquet area; events stage; youth/child/senior/fine art and fitness multipurpose rooms; classroom/training room."
1661,Aboriginal Learning Centre Modernization,Institutional,Calgary,,"(51.0211181640625, -113.978874206543)",,$8800000.00,Announced,2015 - 2016,,,Calgary Board of Education,false,,,,
1663,"Highway 63 Grade, Base and Pave plus Bridges 79561",Infrastructure,Athabasca County,Lac La Biche County,,"{ ""type"": ""LineString"", ""coordinates"": [ [ -112.207266, 55.74332 ], [ -112.20735, 55.743083 ], [ -112.207367, 55.742517 ], [ -112.207283, 55.74195 ], [ -112.207133, 55.7414 ], [ -112.206917, 55.74085 ], [ -112.2066, 55.740317 ], [ -112.206485, 55.74015 ], [ -112.206233, 55.739783 ], [ -112.204183, 55.737267 ], [ -112.1969, 55.728567 ], [ -112.191183, 55.72185 ], [ -112.170433, 55.6971 ], [ -112.15155, 55.674533 ], [ -112.150783, 55.673483 ], [ -112.150483, 55.672933 ], [ -112.150267, 55.672367 ], [ -112.150117, 55.6718 ], [ -112.149967, 55.67065 ], [ -112.148333, 55.64835 ], [ -112.148267, 55.6472 ], [ -112.148317, 55.646633 ], [ -112.148467, 55.646067 ], [ -112.148717, 55.6455 ], [ -112.149033, 55.644967 ], [ -112.14945, 55.644433 ], [ -112.14995, 55.643933 ], [ -112.150517, 55.643467 ], [ -112.15081, 55.643263 ], [ -112.151167, 55.643017 ], [ -112.154483, 55.64095 ], [ -112.155183, 55.640583 ], [ -112.15595, 55.640267 ], [ -112.157567, 55.63975 ], [ -112.158467, 55.639533 ], [ -112.167733, 55.637467 ], [ -112.170533, 55.6368 ], [ -112.17985, 55.634717 ], [ -112.181667, 55.63425 ], [ -112.183317, 55.6336 ], [ -112.183911, 55.633321 ], [ -112.1841, 55.633233 ], [ -112.184817, 55.632833 ], [ -112.185483, 55.6324 ], [ -112.1861, 55.63195 ], [ -112.18665, 55.631467 ], [ -112.205726, 55.613581 ], [ -112.206933, 55.61245 ], [ -112.21585, 55.604183 ], [ -112.224683, 55.5959 ], [ -112.225233, 55.595417 ], [ -112.226417, 55.5945 ], [ -112.227717, 55.593633 ], [ -112.2284, 55.593233 ], [ -112.22985, 55.592467 ], [ -112.230617, 55.592117 ], [ -112.234888, 55.59022 ], [ -112.249417, 55.583767 ], [ -112.25095, 55.583033 ], [ -112.256183, 55.580735 ], [ -112.263817, 55.577383 ], [ -112.27865, 55.570733 ], [ -112.28265, 55.56905 ], [ -112.285533, 55.567769 ], [ -112.301994, 55.560457 ], [ -112.315067, 55.55465 ], [ -112.315833, 55.554283 ], [ -112.31725, 55.553483 ], [ -112.3185, 55.5526 ], [ -112.31905, 55.552133 ], [ -112.31955, 55.55165 ], [ -112.32045, 55.55065 ], [ -112.32946, 55.539596 ], [ -112.333967, 55.534067 ], [ -112.344083, 55.52175 ], [ -112.348599, 55.516216 ], [ -112.350404, 55.514004 ], [ -112.383783, 55.473083 ], [ -112.3914, 55.4638 ], [ -112.40145, 55.4514 ], [ -112.406517, 55.445233 ], [ -112.42335, 55.424517 ], [ -112.427569, 55.419285 ], [ -112.432517, 55.41315 ], [ -112.438833, 55.405433 ], [ -112.448033, 55.394067 ], [ -112.452717, 55.3884 ], [ -112.4534, 55.387559 ], [ -112.471983, 55.364683 ], [ -112.472767, 55.36365 ], [ -112.473083, 55.3631 ], [ -112.473567, 55.362017 ], [ -112.473717, 55.36145 ], [ -112.473867, 55.360333 ], [ -112.47385, 55.359767 ], [ -112.472827, 55.352329 ], [ -112.472072, 55.346839 ], [ -112.47178, 55.344713 ], [ -112.470996, 55.339005 ], [ -112.470817, 55.3377 ], [ -112.47075, 55.336567 ], [ -112.470917, 55.335433 ], [ -112.4712, 55.334317 ], [ -112.47145, 55.33375 ], [ -112.476089, 55.326201 ], [ -112.480033, 55.319783 ], [ -112.490043, 55.303269 ], [ -112.495317, 55.294567 ], [ -112.495917, 55.2935 ], [ -112.496117, 55.29295 ], [ -112.4963, 55.291817 ], [ -112.496283, 55.29125 ], [ -112.496033, 55.290117 ], [ -112.4955, 55.289017 ], [ -112.493843, 55.286435 ], [ -112.487617, 55.276733 ], [ -112.477011, 55.260062 ], [ -112.475216, 55.25724 ], [ -112.469933, 55.248933 ], [ -112.469283, 55.24785 ], [ -112.468783, 55.24675 ], [ -112.468267, 55.245067 ], [ -112.468133, 55.243917 ], [ -112.4681, 55.242767 ], [ -112.468125, 55.23243 ], [ -112.468135, 55.228245 ], [ -112.46815, 55.222317 ], [ -112.468133, 55.216683 ], [ -112.468083, 55.21555 ], [ -112.467783, 55.213867 ], [ -112.465667, 55.206517 ], [ -112.465517, 55.205383 ], [ -112.46555, 55.204817 ], [ -112.465633, 55.20425 ], [ -112.4658, 55.203683 ], [ -112.4663, 55.202583 ], [ -112.467348, 55.200897 ], [ -112.469061, 55.198143 ], [ -112.469106, 55.198071 ] ] }",$147600000.00,Announced,2013 - 2015,,,Alberta Transportation,false,Carmacks Enterprises.,,,
1664,Terminal Expansion,Pipelines,Edmonton,,"(53.5499992370605, -113.365997314453)",,$100000000.00,Announced,2014 - 2015,www.gibsons.com,,Gibson Energy Inc.,false,,,,
1665,Holy Family Academy School Modernization,Institutional,Brooks,,"(50.5749816894531, -111.883033752441)",,$8700000.00,Announced,,,,Alberta Infrastructure,false,,,,"Addition to Christ the King Academy, renovation to St. Joseph's Collegiate and demolition of a two-storey classroom wing."
1668,Highway 45 Intersection Improvements 10331,Infrastructure,Vermilion River County,,"(53.5839996337891, -110.325996398926)",,$29500000.00,Announced,,,,Alberta Transportation,false,,,,
1672,Stantec Headquarters Building,Commercial / Retail and Residential,Edmonton,,"(53.5449371337891, -113.496559143066)",,$500000000.00,Announced,2014 - 2018,,"[{""url"":""http://www.cbc.ca/news/canada/edmonton/stantec-to-move-to-downtown-edmonton-arena-district-1.2715872"",""text"":""Jul 23, 2014 - CBC News""}]",EAD First Street Building Corp.,false,Stantec,,,"The new Stantec Headquarters building, located in the new Edmonton area district will be 62-storey mixed-use tower and Edmonton""s tallest office tower."
1673,Manulife Place Office Tower,Commercial / Retail,Calgary,,"(51.0460014343262, -114.073997497559)",,$181300000.00,Under Construction,2014 - 2017,www.manulife.com,,Manulife Financial Corp.,false,,,,
1675,Hydrocarbon Storage Cavern,Oil and Gas,Redwater,,"(53.9490013122559, -113.107002258301)",,$65000000.00,Announced,,www.pembina.com/about-us/projects/,,Pembina Pipeline Corp.,false,,,,
1676,Redwater RFS 3 Fractionator,Oil and Gas,Redwater,,"(53.9490013122559, -113.107002258301)",,$460000000.00,Announced,2016 - 2017,http://www.pembina.com/about-us/projects/,"[{""url"":""http://www.theglobeandmail.com/globe-investor/news-sources/?mid=prnews.20140512.TO681"",""text"":""May 12, 2014 - The Globe and Mail""}]",Pembina Pipeline Corp.,false,,,,"The RFS 3 will be a 55,000 barrels per day propane-plus fractionator at the Redwater fractionation and storage complex."
1685,"Highway 47 Grade, Base and Pave 12340",Infrastructure,Yellowhead County,Yellowhead County,,"{""type"":""LineString"",""coordinates"":[[-117.012001037598,53.1759986877441,0.0],[-116.589996337891,53.5499992370605,0.0]]}",$12100000.00,Announced,,,,Alberta Transportation,false,E Construction,,,"Hwy 47 grade, base and pave from Hwy 40 to south of Hwy 16. Project includes safety rest area adjacent to Hwy 47 and south of Hwy 16."
1689,Fultonvale School Modernization,Institutional,Strathcona County,,"(53.4506988525391, -113.190498352051)",,$15500000.00,Announced,2014 - 2016,,,Alberta Infrastructure,false,,,,
1695,New Schools Neerlandia and Joussard,Institutional,Barrhead County No. 11,M.D. of Big Lakes,,"{""type"":""MultiPoint"",""coordinates"":[ [-114.374316, 54.319551],[-115.953315, 55.397263] ] }",$21900000.00,Under Construction,2014 - 2015,,,Alberta Infrastructure,false,,,,
1696,Archbishop O'Leary HS Modernization,Institutional,Edmonton,Regional Municipality of Wood Buffalo,"(53.5923233032227, -113.475479125977)",,$18000000.00,Under Construction,2014 - 2016,,,Alberta Infrastructure,false,Stuart Olson,,,
1698,First Canadian Centre East Tower,Commercial / Retail,Calgary,,"(51.0464973449707, -114.066131591797)",,$146000000.00,Announced,,www.gwlrealtyadvisors.com/Properties/FirstCanadianCentre-WestTower.aspx,,GWL Realty Advisors,false,,,,
